1.037435,1.985033,0
1.851784,1.810466,0
2.197544,1.024337,0
2.100875,1.417020,0
0.437336,1.504403,0
0.388545,1.780428,0
1.997892,1.537913,0
1.790458,1.734794,0
2.108859,1.435413,0
1.048793,2.041188,0
0.455817,1.684611,0
0.208178,0.995725,0
1.306831,1.892743,0
0.362663,1.516733,0
0.418004,1.533676,0
0.164117,1.017163,0
0.199553,1.311434,0
2.011520,1.627006,0
2.143236,1.128394,0
1.613674,1.868619,0
2.002102,1.512320,0
1.708083,1.834665,0
0.604627,1.873505,0
0.190973,1.415276,0
1.806541,1.869892,0
0.174771,1.105314,0
0.236988,1.371345,0
1.646793,1.900802,0
0.309224,1.330604,0
0.304303,1.028904,0
1.466436,1.942382,0
0.260035,1.286229,0
2.048616,1.458556,0
0.848618,1.834581,0
0.635456,1.823258,0
1.939353,1.550961,0
2.136961,1.323475,0
0.480148,1.697491,0
1.099715,1.954084,0
1.168504,2.099182,0
1.608202,1.939253,0
2.117548,1.195407,0
0.634272,1.801820,0
0.876157,1.926667,0
2.003099,1.525525,0
0.163964,1.193168,0
1.289953,1.868980,0
2.269170,1.025751,0
0.362063,1.704141,0
0.259186,1.372129,0
1.065952,1.984298,0
1.884938,1.713062,0
2.021185,1.593387,0
1.099809,1.983874,0
2.153654,1.479380,0
1.754873,1.738288,0
0.694780,1.906893,0
2.201791,1.190673,0
1.388960,2.016510,0
1.365100,2.096424,0
0.375190,1.503950,0
1.516594,1.938525,0
0.321371,1.526611,0
1.575496,1.917478,0
2.269078,1.288493,0
1.840596,1.821346,0
2.225129,0.960401,0
0.775156,1.866051,0
1.990233,1.642383,0
2.272550,1.051774,0
0.273088,1.487305,0
0.783260,1.946588,0
0.630309,1.692070,0
2.208395,1.331854,0
1.733581,1.874351,0
0.827802,1.921721,0
1.193853,1.996289,0
0.759937,1.846552,0
0.568003,1.701679,0
0.512580,1.711278,0
1.670263,1.973290,0
1.069527,1.979334,0
2.052502,1.418211,0
0.281882,1.286494,0
1.591790,1.944966,0
0.337291,1.392234,0
2.224884,1.373599,0
0.595871,1.776583,0
0.701621,1.903370,0
1.197933,1.968745,0
0.781700,1.859072,0
0.930743,2.010614,0
1.465589,2.067686,0
1.304362,1.967146,0
0.304008,1.401665,0
0.212607,0.993741,0
1.944280,1.683963,0
1.716105,1.791836,0
2.177378,1.053886,0
0.168409,1.125887,0
3.082517,1.191675,0
2.533417,0.587103,0
2.992443,0.837827,0
3.063089,1.318251,0
1.508422,0.776563,0
2.424673,0.587449,0
3.194274,1.504155,0
2.188753,0.425342,0
3.214194,1.354862,0
3.071975,1.087179,0
2.872141,0.749553,0
2.572777,0.578168,0
3.152672,1.535982,0
2.176558,0.515455,0
1.476918,0.774722,0
2.218258,0.569151,0
1.446473,0.891629,0
3.033600,1.075941,0
2.784930,0.653211,0
2.461892,0.562589,0
1.336773,1.028987,0
1.406579,0.976734,0
2.702035,0.715179,0
2.720361,0.662267,0
1.260587,1.058483,0
2.350331,0.497508,0
1.221133,1.253903,0
1.917057,0.623091,0
1.485353,0.817803,0
2.613518,0.663058,0
3.000171,0.947411,0
1.209889,1.454630,0
2.918899,0.801056,0
1.445421,0.937975,0
2.801985,0.760186,0
2.918201,0.873060,0
1.967761,0.512639,0
3.146269,1.188001,0
3.181992,1.418976,0
1.366943,1.076936,0
2.033661,0.521579,0
1.557135,0.645370,0
2.858716,0.701400,0
1.620058,0.739596,0
1.112847,1.436477,0
1.327233,1.243783,0
3.205249,1.184091,0
1.903437,0.563406,0
1.302604,1.094785,0
1.290047,1.313456,0
1.272121,1.074617,0
3.013186,0.846072,0
1.311610,1.250192,0
2.491801,0.514927,0
2.443471,0.551149,0
1.563980,0.685095,0
2.733366,0.713742,0
1.646788,0.746680,0
1.135589,1.428124,0
1.302718,1.073793,0
3.079534,0.911855,0
1.447305,0.697274,0
1.177426,1.601941,0
1.667350,0.613854,0
1.807569,0.622935,0
2.904275,0.722401,0
1.488359,0.832095,0
1.385634,1.015511,0
1.236938,1.420557,0
3.104883,1.115832,0
3.185186,1.268112,0
2.546529,0.501951,0
1.871604,0.558161,0
1.790344,0.654952,0
2.158378,0.537884,0
3.223146,1.354058,0
1.348651,0.901515,0
3.207262,1.528048,0
2.917713,0.800707,0
2.985842,0.884400,0
2.001930,0.439114,0
2.483432,0.555703,0
2.231833,0.510522,0
2.252380,0.510012,0
2.121689,0.566570,0
1.866392,0.520635,0
3.014308,0.969049,0
2.049622,0.551790,0
2.195188,0.452380,0
1.785885,0.649296,0
1.166942,1.508024,0
1.218872,1.250764,0
2.680527,0.664654,0
3.249082,1.428569,0
1.879900,0.488154,0
1.639194,0.571297,0
3.129960,1.063779,0
3.088557,1.027970,0
1.462126,0.785313,0
2.365698,0.567896,0
