2.860574314,2.55981283,0,0
2.012764047,2.922833486,0,0
2.188602305,2.827260776,0,0
2.485701341,2.799458723,0,0
2.710442789,2.983914718,0,0
3.112438738,3.022194167,0,0
2.424436381,2.936854655,0,0
2.981032271,2.951816318,0,0
3.2023498,3.052257085,0,0
2.903392221,3.011489959,0,0
2.819052516,3.10886825,0,0
3.031058231,3.002899644,0,0
3.164639973,2.645979949,0,0
3.963975125,3.157333623,0,0
3.301318374,2.419384177,0,0
3.466449379,2.591257103,0,0
3.114484574,2.902760578,0,0
3.669927035,3.531489742,0,0
3.88051254,3.275118713,0,0
2.953475069,2.065994755,0,0
3.113419521,3.491337035,0,0
2.152055724,3.199739835,0,0
3.363207867,2.794145309,0,0
2.590765881,2.80454982,0,0
3.079118944,2.80774545,0,0
3.0362737,3.049153523,0,0
3.604723795,2.342621772,0,0
2.992538886,2.92193609,0,0
2.992035221,2.045215051,0,0
3.016103149,3.011969204,0,0
2.451382332,3.824019939,0,1
3.177560842,3.044087071,0,0
3.072560464,3.054157867,0,0
3.037119585,3.008223531,0,0
3.169091935,3.067995692,0,0
2.291014151,3.469028535,0,0
2.815493772,2.629525898,0,0
3.003622849,3.270718938,0,0
2.90440621,3.134493477,0,0
3.402543524,2.27064121,0,0
3.145479367,3.617033145,0,0
3.299531937,3.035036947,0,0
3.447822424,3.490613781,0,0
3.269191283,3.889639901,0,0
3.58240053,3.661071634,0,0
2.524458023,3.346265217,0,0
3.512817572,2.61729774,0,0
2.984805798,2.690052615,0,0
2.877427153,2.745232684,0,0
2.506319073,3.421240003,0,0
2.821596048,3.055951542,0,0
2.858714412,2.917961198,0,0
3.215866611,3.138486294,0,0
2.239843364,2.881488094,0,0
3.116102429,2.926223327,0,0
2.774857056,2.890145092,0,0
3.088965144,3.320629712,0,0
3.118472941,3.484237421,0,0
3.751509914,2.73513568,0,0
3.287726384,2.619894701,0,0
2.241015347,2.620904136,0,0
3.341164455,2.866186822,0,0
2.788918377,3.215352998,0,0
3.268910192,2.353593483,0,0
3.919450429,3.36515125,0,0
2.551116384,3.452676192,0,0
3.522052231,2.301901286,0,0
3.055094412,2.808539471,0,0
